# RuneScape950 cache items ID/name list
# Generated UTC: 2026-09-16T23:32:13.260262200Z
# Source cache: C:\Games\950OpenSource\cache
# Index 19; definitions=63414; named=57837; unnamed=5577; errors=0
# Reference table SHA-256: ff1d2e2e9bb3e2a488bd0e475b957bdbea5276625d4489d64cb5618bf8f014c6
# All actual reference-defined IDs are included. <unnamed> means no display name; errors are reported, never guessed.
# Names come from this950 cache. Items resolve cache template names; conditional NPC/object transforms depend on game state.
# UTF-8, tab-separated; literal tabs/newlines inside names are escaped.
ID	Name	Details
13934	Corrupt Zuriel's robe top (deg)	
13935	Corrupt Zuriel's robe bottom	
13936	Corrupt Zuriel's robe bottom	noted; base=13935
13937	Corrupt Zuriel's robe bottom (deg)	
13938	Corrupt Zuriel's hood	
13939	Corrupt Zuriel's hood	noted; base=13938
13940	Corrupt Zuriel's hood (deg)	
13941	Corrupt Zuriel's staff	
13942	Corrupt Zuriel's staff	noted; base=13941
13943	Corrupt Zuriel's staff (deg)	
13944	Corrupt Morrigan's leather body	
13945	Corrupt Morrigan's leather body	noted; base=13944
13946	Corrupt Morrigan's leather body (deg)	
13947	Corrupt Morrigan's leather chaps	
13948	Corrupt Morrigan's leather chaps	noted; base=13947
13949	Corrupt Morrigan's leather chaps (deg)	
13950	Corrupt Morrigan's coif	
13951	Corrupt Morrigan's coif	noted; base=13950
13952	Corrupt Morrigan's coif (deg)	
13953	Corrupt Morrigan's javelin	
13954	Corrupt Morrigan's javelin (p)	
13955	Corrupt Morrigan's javelin (p+)	
13956	Corrupt Morrigan's javelin (p++)	
13957	Corrupt Morrigan's throwing axe	
13958	Corrupt dragon chainbody	
13959	Corrupt dragon chainbody	noted; base=13958
13960	Corrupt dragon chainbody (deg)	
13961	Corrupt dragon helm	
13962	Corrupt dragon helm	noted; base=13961
13963	Corrupt dragon helm (deg)	
13964	Corrupt dragon sq shield	
13965	Corrupt dragon sq shield	noted; base=13964
13966	Corrupt dragon sq shield (deg)	
13967	Corrupt dragon plateskirt	
13968	Corrupt dragon plateskirt	noted; base=13967
13969	Corrupt dragon plateskirt (deg)	
13970	Corrupt dragon platelegs	
13971	Corrupt dragon platelegs	noted; base=13970
13972	Corrupt dragon platelegs (deg)	
13973	Corrupt dragon battleaxe	
13974	Corrupt dragon battleaxe	noted; base=13973
13975	C. dragon battleaxe (deg)	
13976	Corrupt dragon dagger	
13977	Corrupt dragon dagger	noted; base=13976
13978	C. dragon dagger (deg)	
13979	Corrupt dragon scimitar	
13980	Corrupt dragon scimitar	noted; base=13979
13981	C. dragon scimitar (deg)	
13982	Corrupt dragon longsword	
13983	Corrupt dragon longsword	noted; base=13982
13984	C. dragon longsword (deg)	
13985	Corrupt dragon mace	
13986	Corrupt dragon mace	noted; base=13985
13987	Corrupt dragon mace (deg)	
13988	Corrupt dragon spear	
13989	Corrupt dragon spear	noted; base=13988
13990	Corrupt dragon spear (deg)	
13991	<unnamed>	
13992	<unnamed>	
13993	<unnamed>	
13994	<unnamed>	
13995	<unnamed>	
13996	<unnamed>	
13997	<unnamed>	
13998	<unnamed>	
13999	<unnamed>	
14000	<unnamed>	
14001	<unnamed>	
14002	<unnamed>	
14003	<unnamed>	
14004	<unnamed>	
14005	<unnamed>	
14006	<unnamed>	
14007	<unnamed>	
14008	<unnamed>	
14009	<unnamed>	
14010	<unnamed>	
14011	<unnamed>	
14012	<unnamed>	
14013	<unnamed>	
14014	<unnamed>	
14015	<unnamed>	
14016	<unnamed>	
14017	<unnamed>	
14018	<unnamed>	
14019	<unnamed>	
14020	<unnamed>	
14021	<unnamed>	
14022	<unnamed>	
14023	<unnamed>	
14024	<unnamed>	
14025	<unnamed>	
14026	<unnamed>	
14027	<unnamed>	
14028	<unnamed>	
14029	<unnamed>	
14030	<unnamed>	
14031	<unnamed>	
14032	<unnamed>	
14033	<unnamed>	
14034	<unnamed>	
14035	<unnamed>	
14036	<unnamed>	
14037	<unnamed>	
14038	<unnamed>	
14039	<unnamed>	
14040	<unnamed>	
14041	<unnamed>	
14042	<unnamed>	
14043	<unnamed>	
14044	<unnamed>	
14045	<unnamed>	
14046	<unnamed>	
14047	<unnamed>	
14048	<unnamed>	
14049	<unnamed>	
14050	<unnamed>	
14051	<unnamed>	
14052	<unnamed>	
14053	<unnamed>	
14054	<unnamed>	
14055	<unnamed>	
14056	Wilderness manual	
14057	Broomstick	
14058	Goulash	
14059	<unnamed>	
14060	<unnamed>	
14061	Magic unguent	
14062	Broom ointment	
14063	<unnamed>	
14064	Newt	
14065	Newt label	
14066	Toad label	
14067	Newts and toads label	
14068	Betty's wand	
14069	Magic slate	
14070	Reptile	
14071	Blackbird	
14072	Bat	
14073	Spider	
14074	Rat	
14075	Snail	
14076	Warlock top	
14077	Warlock legs	
14078	Witch top	
14079	Witch skirt	
14080	Witch cloak	
14081	Warlock cloak	
14082	<unnamed>	
14083	<unnamed>	
14084	<unnamed>	
14085	Armadyl communiqué	
14086	Witch top	
14087	Witch skirt	
14088	Witch cloak	
14089	Pet kitten	
14090	Pet cat	
14091	Lazy cat	
14092	Overgrown cat	
14093	Wily cat	
14094	Sacred clay platebody	
14095	Sacred clay platelegs	
14096	Sacred clay helm	
14097	Sacred clay scimitar	
14098	Volatile clay tool	
14099	Volatile clay pickaxe	
14100	Volatile clay hatchet	
14101	Volatile clay harpoon	
14102	Volatile clay butterfly net	
14103	Volatile clay fletching knife	
14104	Volatile clay hammer	
14105	Volatile clay needle	
14106	Proto-tool	
14107	Sacred clay pickaxe	
14108	Sacred clay hatchet	
14109	Sacred clay harpoon	
14110	Sacred clay butterfly net	
14111	Sacred clay fletching knife	
14112	Sacred clay hammer	
14113	Sacred clay needle	
14114	Sacred clay robe top	
14115	Sacred clay robe bottom	
14116	Sacred clay hat	
14117	Sacred clay staff	
14118	Sacred clay body	
14119	Sacred clay chaps	
14120	Sacred clay coif	
14121	Sacred clay bow	
14122	Pickaxe (class 1)	
14123	Pickaxe (class 1)	noted; base=14122
14124	Pickaxe (class 2)	
14125	Pickaxe (class 2)	noted; base=14124
14126	Pickaxe (class 3)	
14127	Pickaxe (class 3)	noted; base=14126
14128	Pickaxe (class 4)	
14129	Pickaxe (class 4)	noted; base=14128
14130	Pickaxe (class 5)	
14131	Pickaxe (class 5)	noted; base=14130
14132	Hatchet (class 1)	
14133	Hatchet (class 1)	noted; base=14132
14134	Hatchet (class 2)	
14135	Hatchet (class 2)	noted; base=14134
14136	Hatchet (class 3)	
14137	Hatchet (class 3)	noted; base=14136
14138	Hatchet (class 4)	
14139	Hatchet (class 4)	noted; base=14138
14140	Hatchet (class 5)	
14141	Hatchet (class 5)	noted; base=14140
14142	Harpoon (class 1)	
14143	Harpoon (class 1)	noted; base=14142
14144	Harpoon (class 2)	
14145	Harpoon (class 2)	noted; base=14144
14146	Harpoon (class 3)	
14147	Harpoon (class 3)	noted; base=14146
14148	Harpoon (class 4)	
14149	Harpoon (class 4)	noted; base=14148
14150	Harpoon (class 5)	
14151	Harpoon (class 5)	noted; base=14150
14152	Butterfly net (class 1)	
14153	Butterfly net (class 1)	noted; base=14152
14154	Butterfly net (class 2)	
14155	Butterfly net (class 2)	noted; base=14154
14156	Butterfly net (class 3)	
14157	Butterfly net (class 3)	noted; base=14156
14158	Butterfly net (class 4)	
14159	Butterfly net (class 4)	noted; base=14158
14160	Butterfly net (class 5)	
14161	Butterfly net (class 5)	noted; base=14160
14162	Food (class 1)	
14163	Food (class 1)	noted; base=14162
14164	Food (class 2)	
14165	Food (class 2)	noted; base=14164
14166	Food (class 3)	
14167	Food (class 3)	noted; base=14166
14168	Food (class 4)	
14169	Food (class 4)	noted; base=14168
14170	Food (class 5)	
14171	Food (class 5)	noted; base=14170
14172	Barrier (class 1)	
14173	Barrier (class 1)	noted; base=14172
14174	Barrier (class 2)	
14175	Barrier (class 2)	noted; base=14174
14176	Barrier (class 3)	
14177	Barrier (class 3)	noted; base=14176
14178	Barrier (class 4)	
14179	Barrier (class 4)	noted; base=14178
14180	Barrier (class 5)	
14181	Barrier (class 5)	noted; base=14180
14182	Sacred clay (class 1)	
14183	Sacred clay (class 1)	noted; base=14182
14184	Sacred clay (class 2)	
14185	Sacred clay (class 2)	noted; base=14184
14186	Sacred clay (class 3)	
14187	Sacred clay (class 3)	noted; base=14186
14188	Sacred clay (class 4)	
14189	Sacred clay (class 4)	noted; base=14188
14190	Sacred clay (class 5)	
14191	Sacred clay (class 5)	noted; base=14190
14192	Bow (class 1)	
14193	Bow (class 1)	noted; base=14192
14194	Bow (class 2)	
14195	Bow (class 2)	noted; base=14194
14196	Bow (class 3)	
14197	Bow (class 3)	noted; base=14196
14198	Bow (class 4)	
14199	Bow (class 4)	noted; base=14198
14200	Bow (class 5)	
14201	Bow (class 5)	noted; base=14200
14202	Arrows (class 1)	
14203	Arrows (class 2)	
14204	Arrows (class 3)	
14205	Arrows (class 4)	
14206	Arrows (class 5)	
14207	Prayer potion (5)	
14208	Prayer potion (5)	noted; base=14207
14209	Prayer potion (4)	
14210	Prayer potion (4)	noted; base=14209
14211	Prayer potion (3)	
14212	Prayer potion (3)	noted; base=14211
14213	Prayer potion (2)	
14214	Prayer potion (2)	noted; base=14213
14215	Prayer potion (1)	
14216	Prayer potion (1)	noted; base=14215
14217	Energy potion (5)	
14218	Energy potion (5)	noted; base=14217
14219	Energy potion (4)	
14220	Energy potion (4)	noted; base=14219
14221	Energy potion (3)	
14222	Energy potion (3)	noted; base=14221
14223	Energy potion (2)	
14224	Energy potion (2)	noted; base=14223
14225	Energy potion (1)	
14226	Energy potion (1)	noted; base=14225
14227	Super attack (5)	
14228	Super attack (5)	noted; base=14227
14229	Super attack (4)	
14230	Super attack (4)	noted; base=14229
14231	Super attack (3)	
14232	Super attack (3)	noted; base=14231
14233	Super attack (2)	
14234	Super attack (2)	noted; base=14233
14235	Super attack (1)	
14236	Super attack (1)	noted; base=14235
14237	Super strength (5)	
14238	Super strength (5)	noted; base=14237
14239	Super strength (4)	
14240	Super strength (4)	noted; base=14239
14241	Super strength (3)	
14242	Super strength (3)	noted; base=14241
14243	Super strength (2)	
14244	Super strength (2)	noted; base=14243
14245	Super strength (1)	
14246	Super strength (1)	noted; base=14245
14247	Ranging potion (5)	
14248	Ranging potion (5)	noted; base=14247
14249	Ranging potion (4)	
14250	Ranging potion (4)	noted; base=14249
14251	Ranging potion (3)	
14252	Ranging potion (3)	noted; base=14251
14253	Ranging potion (2)	
14254	Ranging potion (2)	noted; base=14253
14255	Ranging potion (1)	
14256	Ranging potion (1)	noted; base=14255
14257	Defence potion (5)	
14258	Defence potion (5)	noted; base=14257
14259	Defence potion (4)	
14260	Defence potion (4)	noted; base=14259
14261	Defence potion (3)	
14262	Defence potion (3)	noted; base=14261
14263	Defence potion (2)	
14264	Defence potion (2)	noted; base=14263
14265	Defence potion (1)	
14266	Defence potion (1)	noted; base=14265
14267	Magic potion (5)	
14268	Magic potion (5)	noted; base=14267
14269	Magic potion (4)	
14270	Magic potion (4)	noted; base=14269
14271	Magic potion (3)	
14272	Magic potion (3)	noted; base=14271
14273	Magic potion (2)	
14274	Magic potion (2)	noted; base=14273
14275	Magic potion (1)	
14276	Magic potion (1)	noted; base=14275
14277	Summoning potion (5)	
14278	Summoning potion (5)	noted; base=14277
14279	Summoning potion (4)	
14280	Summoning potion (4)	noted; base=14279
14281	Summoning potion (3)	
14282	Summoning potion (3)	noted; base=14281
14283	Summoning potion (2)	
14284	Summoning potion (2)	noted; base=14283
14285	Summoning potion (1)	
14286	Summoning potion (1)	noted; base=14285
14287	Scimitar (class 1)	
14288	Scimitar (class 1)	noted; base=14287
14289	Scimitar (class 2)	
14290	Scimitar (class 2)	noted; base=14289
14291	Scimitar (class 3)	
14292	Scimitar (class 3)	noted; base=14291
14293	Scimitar (class 4)	
14294	Scimitar (class 4)	noted; base=14293
14295	Scimitar (class 5)	
14296	Scimitar (class 5)	noted; base=14295
14297	Dagger (class 1)	
14298	Dagger (class 1)	noted; base=14297
14299	Dagger (class 2)	
14300	Dagger (class 2)	noted; base=14299
14301	Dagger (class 3)	
14302	Dagger (class 3)	noted; base=14301
14303	Dagger (class 4)	
14304	Dagger (class 4)	noted; base=14303
14305	Dagger (class 5)	
14306	Dagger (class 5)	noted; base=14305
14307	Warhammer (class 1)	
14308	Warhammer (class 1)	noted; base=14307
14309	Warhammer (class 2)	
14310	Warhammer (class 2)	noted; base=14309
14311	Warhammer (class 3)	
14312	Warhammer (class 3)	noted; base=14311
14313	Warhammer (class 4)	
14314	Warhammer (class 4)	noted; base=14313
14315	Warhammer (class 5)	
14316	Warhammer (class 5)	noted; base=14315
14317	Robe top (class 1)	
14318	Robe top (class 1)	noted; base=14317
14319	Robe top (class 2)	
14320	Robe top (class 2)	noted; base=14319
14321	Robe top (class 3)	
14322	Robe top (class 3)	noted; base=14321
14323	Robe top (class 4)	
14324	Robe top (class 4)	noted; base=14323
14325	Robe top (class 5)	
14326	Robe top (class 5)	noted; base=14325
14327	Robe bottom (class 1)	
14328	Robe bottom (class 1)	noted; base=14327
14329	Robe bottom (class 2)	
14330	Robe bottom (class 2)	noted; base=14329
14331	Robe bottom (class 3)	
14332	Robe bottom (class 3)	noted; base=14331
14333	Robe bottom (class 4)	
14334	Robe bottom (class 4)	noted; base=14333
14335	Robe bottom (class 5)	
14336	Robe bottom (class 5)	noted; base=14335
14337	Hat (class 1)	
14338	Hat (class 1)	noted; base=14337
14339	Hat (class 2)	
14340	Hat (class 2)	noted; base=14339
14341	Hat (class 3)	
14342	Hat (class 3)	noted; base=14341
14343	Hat (class 4)	
14344	Hat (class 4)	noted; base=14343
14345	Hat (class 5)	
14346	Hat (class 5)	noted; base=14345
14347	Platebody (class 1)	
14348	Platebody (class 1)	noted; base=14347
14349	Platebody (class 2)	
14350	Platebody (class 2)	noted; base=14349
14351	Platebody (class 3)	
14352	Platebody (class 3)	noted; base=14351
14353	Platebody (class 4)	
14354	Platebody (class 4)	noted; base=14353
14355	Platebody (class 5)	
14356	Platebody (class 5)	noted; base=14355
14357	Platelegs (class 1)	
14358	Platelegs (class 1)	noted; base=14357
14359	Platelegs (class 2)	
14360	Platelegs (class 2)	noted; base=14359
14361	Platelegs (class 3)	
14362	Platelegs (class 3)	noted; base=14361
14363	Platelegs (class 4)	
14364	Platelegs (class 4)	noted; base=14363
14365	Platelegs (class 5)	
14366	Platelegs (class 5)	noted; base=14365
14367	Helm (class 1)	
14368	Helm (class 1)	noted; base=14367
14369	Helm (class 2)	
14370	Helm (class 2)	noted; base=14369
14371	Helm (class 3)	
14372	Helm (class 3)	noted; base=14371
14373	Helm (class 4)	
14374	Helm (class 4)	noted; base=14373
14375	Helm (class 5)	
14376	Helm (class 5)	noted; base=14375
14377	Staff (class 1)	
14378	Staff (class 1)	noted; base=14377
14379	Staff (class 2)	
14380	Staff (class 2)	noted; base=14379
14381	Staff (class 3)	
14382	Staff (class 3)	noted; base=14381
14383	Staff (class 4)	
14384	Staff (class 4)	noted; base=14383
14385	Staff (class 5)	
14386	Staff (class 5)	noted; base=14385
14387	Cape	
14388	<unnamed>	
14389	Cape	
14390	<unnamed>	
14391	Leather body (class 1)	
14392	Leather body (class 1)	noted; base=14391
14393	Leather body (class 2)	
14394	Leather body (class 2)	noted; base=14393
14395	Leather body (class 3)	
14396	Leather body (class 3)	noted; base=14395
14397	Leather body (class 4)	
14398	Leather body (class 4)	noted; base=14397
14399	Leather body (class 5)	
14400	Leather body (class 5)	noted; base=14399
14401	Chaps (class 1)	
14402	Chaps (class 1)	noted; base=14401
14403	Chaps (class 2)	
14404	Chaps (class 2)	noted; base=14403
14405	Chaps (class 3)	
14406	Chaps (class 3)	noted; base=14405
14407	Chaps (class 4)	
14408	Chaps (class 4)	noted; base=14407
14409	Chaps (class 5)	
14410	Chaps (class 5)	noted; base=14409
14411	Coif (class 1)	
14412	Coif (class 1)	noted; base=14411
14413	Coif (class 2)	
14414	Coif (class 2)	noted; base=14413
14415	Coif (class 3)	
14416	Coif (class 3)	noted; base=14415
14417	Coif (class 4)	
14418	Coif (class 4)	noted; base=14417
14419	Coif (class 5)	
14420	Coif (class 5)	noted; base=14419
14421	Clay deposit scroll	
14422	Sacred clay pouch (class 1)	
14423	Sacred clay pouch (class 1)	noted; base=14422
14424	Sacred clay pouch (class 2)	
14425	Sacred clay pouch (class 2)	noted; base=14424
14426	Sacred clay pouch (class 3)	
14427	Sacred clay pouch (class 3)	noted; base=14426
14428	Sacred clay pouch (class 4)	
14429	Sacred clay pouch (class 4)	noted; base=14428
14430	Sacred clay pouch (class 5)	
14431	Sacred clay pouch (class 5)	noted; base=14430
14432	Null sacred clay	
14433	<unnamed>	
14434	<unnamed>	
14435	<unnamed>	
14436	<unnamed>	
14437	<unnamed>	
14438	<unnamed>	
14439	<unnamed>	
14440	<unnamed>	
14441	<unnamed>	
14442	<unnamed>	
14443	<unnamed>	
14444	<unnamed>	
14445	<unnamed>	
14446	<unnamed>	
14447	<unnamed>	
14448	<unnamed>	
14449	<unnamed>	
14450	<unnamed>	
14451	<unnamed>	
14452	<unnamed>	
14453	<unnamed>	
14454	<unnamed>	
14455	<unnamed>	
14456	<unnamed>	
14457	<unnamed>	
14458	Vine flower	
14459	Unconscious broav	
14460	Dirty laundry	
14461	Waste-paper basket	
14462	Ruby key	
14463	Notes on pressure	
14464	Movario's notes (volume 1)	
14465	Movario's notes (volume 2)	
14466	Weight (1kg)	
14467	Weight (2kg)	
14468	Weight (5kg)	
14469	Strange key loop	
14470	Strange key teeth	
14471	Dragonkin key	
14472	Ruined dragon armour lump	
14473	Ruined dragon armour lump	noted; base=14472
14474	Ruined dragon armour slice	
14475	Ruined dragon armour slice	noted; base=14474
14476	Ruined dragon armour shard	
14477	Ruined dragon armour shard	noted; base=14476
14478	Blast fusion hammer	
14479	Dragon platebody	
14480	Dragon platebody	noted; base=14479
14481	Dragon platebody	lent; base=14479
14482	<unnamed>	
14483	<unnamed>	
14484	Dragon claw	
14485	Dragon claw	noted; base=14484
14486	Dragon claw	lent; base=14484
14487	Enriched snapdragon	
14488	Super truth serum	
14489	Suspect sketch	
14490	Elite black platelegs	
14491	Elite black platelegs	noted; base=14490
14492	Elite black platebody	
14493	Elite black platebody	noted; base=14492
14494	Elite black full helm	
14495	Elite black full helm	noted; base=14494
14496	Cell key	
14497	Dagon'hai robe top	
14498	Dagon'hai robe top	noted; base=14497
14499	Dagon'hai hat	
14500	Dagon'hai hat	noted; base=14499
14501	Dagon'hai robe bottom	
14502	Dagon'hai robe bottom	noted; base=14501
14503	Silif	
14504	Silif	
14505	Teleorb	
14506	Enriched snapdragon seed	
14507	Dolmen	
14508	Dolmen	
14509	Dolmen	
14510	Dolmen	
14511	Dolmen	
14512	Dolmen	
14513	Dolmen	
14514	Dolmen	
14515	Air key	
14516	Earth key	
14517	Fire key	
14518	Water key	
14519	Air key	
14520	Earth key	
14521	Fire key	
14522	Water key	
14523	<unnamed>	
14524	<unnamed>	
14525	Dagon'hai robes set	
14526	Dagon'hai robes set	noted; base=14525
14527	Elite black armour set	
14528	Elite black armour set	noted; base=14527
14529	Dragon plate armour set (lg)	
14530	Dragon plate armour set (lg)	noted; base=14529
14531	Dragon plate armour set (sk)	
14532	Dragon plate armour set (sk)	noted; base=14531
14533	Broav	
14534	Strange teleorb	
14535	<unnamed>	
14536	Turkey book	
14537	Cornucopia	
14538	Cornucopia	
14539	Raw turkey	
14540	Cooked turkey	
14541	Burnt turkey	
14542	Raw turkey drumstick	
14543	Cooked turkey drumstick	
14544	Burnt turkey drumstick	
14545	<unnamed>	
14546	<unnamed>	
14547	<unnamed>	
14548	<unnamed>	
14549	<unnamed>	
14550	<unnamed>	
14551	<unnamed>	
14552	<unnamed>	
14553	<unnamed>	
14554	<unnamed>	
14555	<unnamed>	
14556	<unnamed>	
14557	<unnamed>	
14558	<unnamed>	
14559	<unnamed>	
14560	<unnamed>	
14561	<unnamed>	
14562	<unnamed>	
14563	<unnamed>	
14564	<unnamed>	
14565	<unnamed>	
14566	<unnamed>	
14567	<unnamed>	
14568	<unnamed>	
14569	<unnamed>	
14570	Cornucopia	
14571	Fremennik sea boots 1	
14572	Fremennik sea boots 2	
14573	Fremennik sea boots 3	
14574	Antique lamp	
14575	Antique lamp	
14576	Antique lamp	
14577	Falador shield 1	
14578	Falador shield 2	
14579	Falador shield 3	
14580	Antique lamp	
14581	Antique lamp	
14582	Antique lamp	
14583	White lily	
14584	Money crest voucher	
14585	<unnamed>	
14586	<unnamed>	
14587	<unnamed>	
14588	<unnamed>	
14589	White lily seed	
14590	<unnamed>	
14591	<unnamed>	
14592	Elite black platelegs	lent; base=14490
14593	Elite black platebody	lent; base=14492
14594	Elite black full helm	lent; base=14494
14595	Santa costume top	
14596	Ice amulet	
14597	Stones	
14598	Enchanted stones	
14599	Ice amulet	
14600	Santa costume top	
14601	Santa costume top	
14602	Santa costume gloves	
14603	Santa costume legs	
14604	Santa costume legs	
14605	Santa costume boots	
14606	Cinnamon twigs	
